GO_ID	term	annotated	significant_genes	expected	fold_enrichment	pvalue_weight01	pvalue_classic	padj_classic_BH	significant	n_higher_in_TB	n_lower_in_TB	genes_higher_in_TB	genes_lower_in_TB
GO:0090435	protein localization to nuclear envelope	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	LMNB1	
GO:0072111	cell proliferation involved in kidney development	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	STAT1	
GO:0015671	oxygen transport	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	0	1		HBA2
GO:0048385	regulation of retinoic acid receptor signaling pathway	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	0	1		KLF2
GO:0044828	host-mediated suppression of viral genome replication	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	LTF	
GO:0022010	central nervous system myelination	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	CLU	
GO:0072273	metanephric nephron morphogenesis	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	STAT1	
GO:0072234	metanephric nephron tubule development	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	STAT1	
GO:0001954	positive regulation of cell-matrix adhesion	44	2	0.76	2.6315789473684212	0.17486762754585947	0.17486762754585947	0.8359865149344068	FALSE	1	1	HPSE	CD3E
GO:1902459	positive regulation of stem cell population maintenance	44	2	0.76	2.6315789473684212	0.17486762754585947	0.17486762754585947	0.8359865149344068	FALSE	0	2		LBH;OGT
GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	84	3	1.44	2.0833333333333335	0.17580211160494538	0.17580211160494538	0.8361245757819981	FALSE	2	1	C3AR1;FFAR2	S1PR1
GO:2000147	positive regulation of cell motility	438	16	7.53	2.1248339973439574	0.18208389887668486	0.003781024928238453	0.054276958369334244	FALSE	11	5	ICAM1;HPSE;C3AR1;IL1B;ANXA3;LCN2;ITGA2B;SEMA4A;TNFAIP6;SPARC;MMP9	SUN2;S1PR1;ETS1;SPOCK2;ATM
GO:0062197	cellular response to chemical stress	256	7	4.4	1.5909090909090908	0.18665900662670076	0.1531000159357317	0.817969030746646	FALSE	5	2	IL18RAP;CASP1;TRIM21;LCN2;PML	KLF2;ATM
GO:0001909	leukocyte mediated cytotoxicity	112	4	1.93	2.072538860103627	0.18706816476517374	0.1274345753084413	0.7370233223889585	FALSE	3	1	ICAM1;FCGR1A;CEACAM1	CD2
GO:1904262	negative regulation of TORC1 signaling	46	2	0.79	2.531645569620253	0.1872594648145189	0.1872594648145189	0.8557998455231163	FALSE	0	2		ATM;PRKACB
GO:0006096	glycolytic process	74	3	1.27	2.3622047244094486	0.18733137649422416	0.13476915958202604	0.7615219315333804	FALSE	2	1	PFKFB3;HK3	OGT
GO:0071354	cellular response to interleukin-6	29	2	0.5	4	0.1875029312079075	0.08834107180483668	0.5830722842532918	FALSE	2	0	SOCS3;LCN2	
GO:0044319	wound healing, spreading of cells	32	2	0.55	3.6363636363636362	0.18754152081110154	0.10442892334113969	0.6582891868285151	FALSE	2	0	LRG1;CEACAM1	
GO:0070228	regulation of lymphocyte apoptotic process	35	2	0.6	3.3333333333333335	0.1875801262386534	0.12123418237142373	0.7190350967401162	FALSE	1	1	CD274	CD3G
GO:2000561	regulation of CD4-positive, alpha-beta T cell proliferation	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	CD274	
GO:0006000	fructose metabolic process	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	PFKFB3	
GO:0006002	fructose 6-phosphate metabolic process	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	HK3	
GO:0072574	hepatocyte proliferation	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	CEACAM1	
GO:0071294	cellular response to zinc ion	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	MT2A	
GO:0051152	positive regulation of smooth muscle cell differentiation	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	SMARCD3	
GO:1900025	negative regulation of substrate adhesion-dependent cell spreading	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	GBP1	
GO:0072672	neutrophil extravasation	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	CD177	
GO:0046642	negative regulation of alpha-beta T cell proliferation	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	CD274	
GO:0030889	negative regulation of B cell proliferation	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	0	1		ATM
GO:0035771	interleukin-4-mediated signaling pathway	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	PARP14	
GO:0002830	positive regulation of type 2 immune response	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	RSAD2	
GO:1903975	regulation of glial cell migration	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	0	1		GPR183
GO:0035855	megakaryocyte development	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	GP1BB	
GO:0015732	prostaglandin transport	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	IL1B	
GO:0048681	negative regulation of axon regeneration	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	KREMEN1	
GO:0010572	positive regulation of platelet activation	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	GP1BB	
GO:0090385	phagosome-lysosome fusion	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	RAB20	
GO:0060143	positive regulation of syncytium formation by plasma membrane fusion	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	MAPK14	
GO:0002021	response to dietary excess	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	MAPK14	
GO:0035589	G protein-coupled purinergic nucleotide receptor signaling pathway	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	P2RY14	
GO:0001780	neutrophil homeostasis	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	HCAR2	
GO:0006213	pyrimidine nucleoside metabolic process	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	TYMP	
GO:0090160	Golgi to lysosome transport	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	SORT1	
GO:0009820	alkaloid metabolic process	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	PARP9	
GO:0036295	cellular response to increased oxygen levels	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	1	0	LCN2	
GO:0033147	negative regulation of intracellular estrogen receptor signaling pathway	12	1	0.21	4.761904761904762	0.1880331417591714	0.1880331417591714	0.8557998455231163	FALSE	0	1		LBH
GO:0055001	muscle cell development	93	2	1.6	1.25	0.18832962180115254	0.47732116743921393	1	FALSE	2	0	ADM;MYL9	
GO:0030855	epithelial cell differentiation	341	12	5.87	2.0442930153321974	0.18936234490318613	0.015075079027618602	0.16000537547074725	FALSE	9	3	ICAM1;HPSE;DHRS9;IL1B;CEACAM1;RHBDF2;LTA4H;STAT1;MMP9	LBH;S1PR1;EZR
GO:0006914	autophagy	549	11	9.44	1.1652542372881356	0.19300722714105786	0.34554871422336336	1	FALSE	8	3	SH3GLB1;CTSA;HPSE;RAB24;CLU;TRIM21;TRIM22;S100A8	ATM;OGT;FBXO7
GO:0007498	mesoderm development	47	2	0.81	2.4691358024691357	0.19350094256513375	0.19350094256513375	0.8705958937995952	FALSE	1	1	SECTM1	IKZF3
GO:0051898	negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	47	2	0.81	2.4691358024691357	0.19350094256513375	0.19350094256513375	0.8705958937995952	FALSE	1	1	AIM2	NOP53
GO:1901740	negative regulation of myoblast fusion	47	2	0.81	2.4691358024691357	0.19350094256513375	0.19350094256513375	0.8705958937995952	FALSE	0	2		RPL18A;RPL23A
GO:0001934	positive regulation of protein phosphorylation	186	6	3.2	1.875	0.19759964972574945	0.10209431350924916	0.6481692097850483	FALSE	6	0	FAM20A;LILRA5;S100A12;PARP9;MMP9;PARP14	
GO:0070371	ERK1 and ERK2 cascade	203	9	3.49	2.5787965616045843	0.19818053915670786	0.008552071602986171	0.10518856750160618	FALSE	6	3	DUSP3;ICAM1;MARCO;GBP1;IL1B;CEACAM1	ZFP36L2;EZR;GPR183
GO:0042770	signal transduction in response to DNA damage	177	6	3.04	1.9736842105263157	0.2002539395106021	0.08534763465193389	0.5708531573191393	FALSE	4	2	MAPK14;FBXO6;PARP9;PML	NOP53;ATM
GO:0060333	type II interferon-mediated signaling pathway	25	3	0.43	6.976744186046512	0.20058112852358878	0.008737091990029023	0.1065111568984026	FALSE	3	0	PARP9;STAT1;PARP14	
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	28	2	0.48	4.166666666666667	0.20142056651901696	0.08315894503275534	0.5618865958676292	FALSE	2	0	IFI30;TAP1	
GO:0050922	negative regulation of chemotaxis	29	2	0.5	4	0.20143425794072756	0.08834107180483668	0.5830722842532918	FALSE	2	0	DUSP3;TNFAIP6	
GO:0045601	regulation of endothelial cell differentiation	30	2	0.52	3.846153846153846	0.20144795121515102	0.0936165621622352	0.6098386952227122	FALSE	2	0	IL1B;CEACAM1	
GO:0043217	myelin maintenance	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	CLU	
GO:0006054	N-acetylneuraminate metabolic process	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	0	1		ST6GAL1
GO:0051900	regulation of mitochondrial depolarization	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	IFI6	
GO:0032352	positive regulation of hormone metabolic process	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	ADM	
GO:0032328	alanine transport	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	0	1		SLC38A1
GO:0018146	keratan sulfate proteoglycan biosynthetic process	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	ST3GAL4	
GO:0030202	heparin proteoglycan metabolic process	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	HPSE	
GO:0071276	cellular response to cadmium ion	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	MT2A	
GO:0043691	reverse cholesterol transport	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	CLU	
GO:0010744	positive regulation of macrophage derived foam cell differentiation	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	IL1B	
GO:0033081	regulation of T cell differentiation in thymus	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	VNN1	
GO:0009159	deoxyribonucleoside monophosphate catabolic process	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	TYMP	
GO:0090399	replicative senescence	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	0	1		ATM
GO:1903428	positive regulation of reactive oxygen species biosynthetic process	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	LCN2	
GO:0030033	microvillus assembly	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	0	1		EZR
GO:0060252	positive regulation of glial cell proliferation	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	IL1B	
GO:0045655	regulation of monocyte differentiation	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	IRF7	
GO:0010633	negative regulation of epithelial cell migration	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	0	1		EVL
GO:0042573	retinoic acid metabolic process	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	DHRS9	
GO:0061687	detoxification of inorganic compound	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	MT2A	
GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	0	1		ZFP36L2
GO:0051044	positive regulation of membrane protein ectodomain proteolysis	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	IL1B	
GO:0032674	regulation of interleukin-5 production	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	LILRB4	
GO:0006878	intracellular copper ion homeostasis	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	MT2A	
GO:0010310	regulation of hydrogen peroxide metabolic process	13	1	0.22	4.545454545454546	0.20201248508612968	0.20201248508612968	0.8766098208394166	FALSE	1	0	HP	
GO:0051493	regulation of cytoskeleton organization	434	6	7.47	0.8032128514056225	0.2038577437498017	0.7616313364382707	1	FALSE	3	3	CDK5RAP2;LIMK1;S100A8	EVL;S1PR1;SPTAN1
GO:0043065	positive regulation of apoptotic process	392	19	6.74	2.8189910979228485	0.20485829425676788	4.7994230662296895e-5	0.0012446805668929637	FALSE	15	4	NLRC4;SEPTIN4;VNN1;GADD45B;CD274;CASP5;CASP1;CLU;CASP4;LCN2;HCAR2;TNFSF10;PML;S100A8;IFIT2	TMC8;TLE5;LCK;ATM
GO:0050868	negative regulation of T cell activation	108	7	1.86	3.7634408602150535	0.2120222124720751	0.0026049000409335463	0.04022960793554112	FALSE	6	1	DUSP3;PDCD1LG2;LILRB4;CD274;CR1;PSMB9	RUNX3
GO:0019538	protein metabolic process	3432	62	59.03	1.050313399966119	0.21327347918469186	0.34970616228036666	1	FALSE	44	18	FAM20A;DUSP3;C2;NLRC4;SEPTIN4;ST3GAL4;HP;LIMK1;CARD16;SOCS3;FBXO6;CTSA;LIMK2;HPSE;CASP5;CASP1;IL1B;CLU;CR1;PSMB9;CEACAM1;CASP4;TRIM21;RHBDF2;MSRB1;APOL1;LTA4H;UBE2L6;PSME2;WARS1;APOL6;LILRA5;S100A12;PARP9;LAP3;APOL2;TRIM22;LTF;PML;MMP9;GP1BB;S100A8;PARP14;ISG15	ZFP36L2;KLF2;RPL18A;ST6GAL1;ZAP70;NOP53;RPS28;CDC25B;EZR;RPL3;RPL23A;IL7R;RUNX3;RPS4X;ATM;PRKACB;OGT;FBXO7
GO:0002673	regulation of acute inflammatory response	29	3	0.5	6	0.21428043038319233	0.01320023360965752	0.14691272142894138	FALSE	3	0	HPSE;IL1B;FFAR2	
GO:0050920	regulation of chemotaxis	149	5	2.56	1.953125	0.21432254074368462	0.11451614477847884	0.697242263557117	FALSE	3	2	DUSP3;C3AR1;TNFAIP6	S1PR1;GPR183
GO:0030224	monocyte differentiation	27	2	0.46	4.3478260869565215	0.21509670015855875	0.07807502909226002	0.5399452955336422	FALSE	2	0	IL1B;IRF7	
GO:0051896	regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	204	5	3.51	1.4245014245014247	0.2151272651752678	0.2746870787514411	0.9794722429446581	FALSE	4	1	AIM2;HPSE;IL1B;CEACAM1	NOP53
GO:0019218	regulation of steroid metabolic process	69	2	1.19	1.680672268907563	0.21570690466563258	0.33336642366615776	1	FALSE	1	1	ADM	RORA
GO:0008209	androgen metabolic process	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	DHRS9	
GO:1904353	regulation of telomere capping	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	0	1		ATM
GO:0006071	glycerol metabolic process	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	GK	
GO:0061154	endothelial tube morphogenesis	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	LCN2	
GO:0071280	cellular response to copper ion	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	MT2A	
GO:1902742	apoptotic process involved in development	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	PML	
GO:0044314	protein K27-linked ubiquitination	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	TRIM21	
GO:0150078	positive regulation of neuroinflammatory response	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	IL1B	
GO:0045717	negative regulation of fatty acid biosynthetic process	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	CEACAM1	
GO:1903377	negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	0	1		FBXO7
GO:0010829	negative regulation of D-glucose transmembrane transport	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	IL1B	
GO:0002524	hypersensitivity	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	FCGR1A	
GO:0002693	positive regulation of cellular extravasation	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	ICAM1	
GO:1904862	inhibitory synapse assembly	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	SEMA4A	
GO:0010544	negative regulation of platelet activation	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	CEACAM1	
GO:1904889	regulation of excitatory synapse assembly	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	SEMA4A	
GO:1901857	positive regulation of cellular respiration	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	OAS1	
GO:1990173	protein localization to nucleoplasm	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	0	1		NOP53
GO:0032695	negative regulation of interleukin-12 production	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	LILRA5	
GO:0042634	regulation of hair cycle	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	HPSE	
GO:0160165	CD8-positive, alpha-beta T cell homeostasis	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	PSMB9	
GO:0006706	steroid catabolic process	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	SCARF1	
GO:1900221	regulation of amyloid-beta clearance	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	CLU	
GO:0006837	serotonin transport	14	1	0.24	4.166666666666667	0.21575218855995282	0.21575218855995282	0.8993218595167707	FALSE	1	0	FCER1G	
GO:0030032	lamellipodium assembly	51	2	0.88	2.272727272727273	0.2187054892310539	0.2187054892310539	0.9061362319459942	FALSE	0	2		S1PR1;ABLIM1
GO:0030522	intracellular receptor signaling pathway	338	16	5.81	2.753872633390706	0.22061871289124246	2.5037148745562805e-4	0.005398205639337424	FALSE	11	5	TIFA;GBP5;GBP2;DEFA1;IRF7;OAS1;RSAD2;OAS3;DEFA1;OASL;DEFA3	KLF2;LBH;NOP53;RORA;OGT
GO:0042593	glucose homeostasis	156	4	2.68	1.4925373134328357	0.22474439195352133	0.28118837199891483	0.9794722429446581	FALSE	3	1	HK3;FFAR2;OAS1	OGT
GO:0051289	protein homotetramerization	52	2	0.89	2.247191011235955	0.22505319471249016	0.22505319471249016	0.916691905832938	FALSE	1	1	GBP5	EVL
GO:0030282	bone mineralization	71	5	1.22	4.098360655737705	0.22654442192878865	0.007474628027090222	0.09447242504124607	FALSE	3	2	ALPL;LTF;ISG15	S1PR1;PHOSPHO1
GO:0038066	p38MAPK cascade	45	4	0.77	5.194805194805195	0.22704296973098326	0.007315757254431717	0.09267749627849213	FALSE	3	1	MAPK14;GADD45B;IL1B	EZR
GO:0046718	symbiont entry into host cell	111	4	1.91	2.094240837696335	0.22740598689691663	0.12445614032453219	0.7341843986097404	FALSE	4	0	ICAM1;PLSCR1;CR1;TRIM21	
GO:0014902	myotube differentiation	104	4	1.79	2.2346368715083798	0.22794270124640825	0.10447804931898716	0.6582891868285151	FALSE	2	2	MAPK14;SORT1	RPL18A;RPL23A
GO:0002691	regulation of cellular extravasation	29	2	0.5	4	0.22858134544079012	0.08834107180483668	0.5830722842532918	FALSE	2	0	ST3GAL4;ICAM1	
