GO_ID	term	annotated	significant_genes	expected	fold_enrichment	pvalue_weight01	pvalue_classic	padj_classic_BH	significant	n_higher_in_TB	n_lower_in_TB	genes_higher_in_TB	genes_lower_in_TB
GO:0051047	positive regulation of secretion	216	4	3.72	1.075268817204301	1	0.5115590257114537	1	FALSE	3	1	IL1B;CD177;HCAR2	PRKACB
GO:0009891	positive regulation of biosynthetic process	2066	55	35.54	1.5475520540236354	1	4.6860439404484847e-4	0.009198112362544043	FALSE	36	19	SMARCD3;CDK5RAP2;NLRC4;MAPK14;AIM2;TLR5;FCER1G;IL18RAP;FCGR1A;TNFSF13;ADM;CD274;HPSE;GBP5;SECTM1;C3AR1;PLSCR1;CASP1;IL1B;CLU;PSMB9;TRIM21;LCN2;FFAR2;LILRA5;PARP9;CLEC4E;STAT1;TRIM22;NAIP;IRF7;PML;OAS1;RSAD2;OAS3;ISG15	KLF2;IKZF3;LBH;BCL11B;S1PR1;CD6;CD3E;ETS1;PBXIP1;CD2;EZR;BCL9L;IL32;RORA;ITK;RUNX3;RPS4X;ATM;OGT
GO:1901800	positive regulation of proteasomal protein catabolic process	100	2	1.72	1.1627906976744187	1	0.5157245153899316	1	FALSE	1	1	CLU	NOP53
GO:0051048	negative regulation of secretion	109	4	1.87	2.13903743315508	1	0.1185904699234717	0.7141406392543783	FALSE	4	0	IL1B;CEACAM1;RHBDF2;RSAD2	
GO:1900180	regulation of protein localization to nucleus	112	3	1.93	1.5544041450777202	1	0.3031565314510613	1	FALSE	3	0	LILRB4;LIMK2;PARP9	
GO:0009892	negative regulation of metabolic process	2257	45	38.82	1.1591962905718702	1	0.15643382112076765	0.817969030746646	FALSE	30	15	PDCD1LG2;ZNF438;HP;MAPK14;LMNB1;CARD16;LILRB4;CD274;CTSA;GBP1;IL1B;CLU;CR1;CEACAM1;TRIM21;ETV7;LILRA5;PARP9;HCAR3;STAT1;TRIM22;HCAR2;LTF;IRF7;XAF1;PML;OAS1;PARP14;OAS3;ISG15	ZFP36L2;KLF2;LBH;TLE5;CABIN1;CD3E;NOP53;PBXIP1;TCF7;EZR;CD22;IL7R;RUNX3;ATM;OGT
GO:0051049	regulation of transport	1136	23	19.54	1.1770726714431936	1	0.23501378396322942	0.9349535341749894	FALSE	18	5	C2;SEPTIN4;FCGR1A;PLSCR1;DYSF;IL1B;CLU;CEACAM1;RHBDF2;LCN2;CD177;FFAR2;LILRA5;HCAR2;ACSL1;PML;MMP9;RSAD2	SEPTIN1;MS4A1;EZR;CD22;PRKACB
GO:0009893	positive regulation of metabolic process	2713	66	46.67	1.414184701092779	1	0.0013318231895212537	0.02317203764553118	FALSE	44	22	FAM20A;SMARCD3;CDK5RAP2;NLRC4;SEPTIN4;MAPK14;AIM2;TLR5;FCER1G;IL18RAP;SH3GLB1;FCGR1A;TNFSF13;ADM;CD274;HPSE;GBP5;SECTM1;C3AR1;PLSCR1;CASP1;IL1B;CLU;CR1;PSMB9;TRIM21;LCN2;CD177;FFAR2;LILRA5;S100A12;PARP9;CLEC4E;STAT1;TRIM22;NAIP;IRF7;PML;MMP9;OAS1;PARP14;RSAD2;OAS3;ISG15	ZFP36L2;KLF2;IKZF3;LBH;BCL11B;S1PR1;CD6;CD3E;NOP53;ETS1;PBXIP1;CD2;EZR;BCL9L;IL32;RORA;ITK;RUNX3;RPS4X;ATM;OGT;FBXO7
GO:0009894	regulation of catabolic process	920	19	15.82	1.2010113780025284	1	0.23519683564577162	0.9350052077949764	FALSE	13	6	HP;MAPK14;SH3GLB1;CTSA;HPSE;IL1B;CLU;TRIM21;PSME2;HCAR3;TRIM22;HCAR2;PML	ZFP36L2;NOP53;EZR;ATM;OGT;FBXO7
GO:0031294	lymphocyte costimulation	39	6	0.67	8.955223880597014	1	4.921331435188533e-5	0.0012643682350778763	FALSE	3	3	PDCD1LG2;LILRB4;CD274	LCK;CD5;TNFRSF13C
GO:0009896	positive regulation of catabolic process	485	10	8.34	1.1990407673860912	1	0.3242811650261613	1	FALSE	6	4	SH3GLB1;HPSE;IL1B;CLU;TRIM21;TRIM22	ZFP36L2;NOP53;EZR;FBXO7
GO:0042088	T-helper 1 type immune response	58	4	1	4	1	0.01753344737622982	0.17851646976761398	FALSE	4	0	IL18RAP;IL1B;PSMB9;SEMA4A	
GO:0007004	telomere maintenance via telomerase	58	2	1	2	1	0.26334750624570247	0.9689020087155695	FALSE	1	1	PML	ATM
GO:0050792	regulation of viral process	123	11	2.12	5.188679245283018	1	8.71263649410067e-6	2.7850043863119467e-4	FALSE	10	1	PLSCR1;IFITM1;TRIM21;IFITM3;STAT1;OAS1;RSAD2;OAS3;OASL;ISG15	IL32
GO:0007005	mitochondrion organization	335	6	5.76	1.0416666666666667	1	0.5181392965274751	1	FALSE	6	0	CASP1;CLU;TNFSF10;MMP9;IFI6;IFIT2	
GO:0044703	multi-organism reproductive process	97	3	1.67	1.7964071856287427	1	0.2333801126979204	0.9291266181123579	FALSE	2	1	IL1B;APOL2	SLC38A1
GO:0050793	regulation of developmental process	1681	52	28.91	1.7986855759252853	1	1.4541614284035726e-5	4.2993343858217385e-4	FALSE	32	20	SMARCD3;CDK5RAP2;C1QC;LIMK1;MAPK14;KREMEN1;SCARF1;VNN1;TNFSF13;ADM;LILRB4;HPSE;C3AR1;LRG1;IFITM1;IL1B;CR1;PSMB9;CEACAM1;ANXA3;LCN2;WARS1;SEMA4A;TNFAIP6;STAT1;SPARC;LTF;IRF7;STAB1;PML;MMP9;ISG15	ZFP36L2;KLF2;RPL18A;IKZF3;LBH;S1PR1;ZAP70;EEIG1;ETS1;SPOCK2;TCF7;CD2;EZR;BCL9L;RPL23A;RORA;IL7R;RUNX3;OGT;PHOSPHO1
GO:0050794	regulation of cellular process	8444	175	145.25	1.2048192771084338	1	1.3735556830112657e-5	4.135224558701176e-4	FALSE	115	60	FAM20A;DUSP3;SMARCD3;C2;CDK5RAP2;C1QC;NLRC4;PDCD1LG2;SEPTIN4;ST3GAL4;ZNF438;HP;LIMK1;MAPK14;AIM2;ASGR2;TLR5;FCER1G;IL18RAP;LMNB1;ICAM1;CARD16;TIFA;SH3GLB1;KREMEN1;OSCAR;FCGR1A;SCARF1;VNN1;TNFSF13;GADD45B;SOCS3;ADM;BATF2;SORT1;LILRB4;FBXO6;CD274;CTSA;LIMK2;NPC2;HPSE;CASP5;MARCO;GBP5;SECTM1;C3AR1;PLSCR1;DYSF;PGLYRP1;GBP1;GRINA;LRG1;TREML1;IFITM1;CASP1;IL1B;CLU;CR1;PSMB9;CEACAM1;CASP4;GBP2;CALHM6;TRIM21;RHBDF2;ANXA3;ETV7;LCN2;PSME2;CD177;TYMP;WARS1;IFITM3;ITGA2B;P2RY14;FFAR2;LILRA5;PPBP;S100A12;PARP9;HCAR3;SEMA4A;TNFAIP6;CLEC4E;LILRA6;STAT1;TRIM22;TNFSF13B;NAIP;DEFA1;HCAR2;SPARC;TNFSF10;LTF;ACSL1;IRF7;IFI35;XAF1;IFIT3;PML;MMP9;GP1BB;OAS1;S100A8;PARP14;RSAD2;IFI6;LY6E;OAS3;DEFA1;OASL;IFIT2;ISG15;DEFA3	ZFP36L2;KLF2;TRAC;SEPTIN1;EVL;RPL18A;IKZF3;TRBC1;LBH;TMC8;FCMR;SUN2;BCL11B;S1PR1;TLE5;LCK;CABIN1;TRBC2;CD6;ZAP70;CD3G;EEIG1;CD3E;NOP53;ETS1;SPOCK2;PBXIP1;TCF7;CDC25B;SEPTIN9;CD5;SLC38A1;CD79A;SPTAN1;CD2;MS4A1;EZR;BCL9L;ANXA6;RPL23A;AHNAK;IL32;TNFRSF13C;CD247;GPR183;CLEC2D;RORA;ITK;CD22;IL7R;RUNX3;RPS4X;ATM;MBNL1;PRKACB;CD79B;IGHM;CD8A;OGT;FBXO7
GO:0044706	multi-multicellular organism process	98	3	1.69	1.7751479289940828	1	0.23795084056730853	0.9411897276540017	FALSE	2	1	IL1B;APOL2	SLC38A1
GO:0090150	establishment of protein localization to membrane	245	1	4.21	0.23752969121140144	1	0.9863072452971497	1	FALSE	1	0	VAMP5	
GO:0050798	activated T cell proliferation	35	3	0.6	5	1	0.02193460365882677	0.21194455345558805	FALSE	3	0	PDCD1LG2;LILRB4;CD274	
GO:0032501	multicellular organismal process	4491	138	77.25	1.7864077669902914	1	1.0450619785475831e-16	1.5960418772373923e-14	FALSE	88	50	FLVCR2;DUSP3;C1QA;SMARCD3;CDK5RAP2;C1QC;NLRC4;PDCD1LG2;SEPTIN4;ST3GAL4;LIMK1;MAPK14;AIM2;TLR5;FCER1G;IL18RAP;LHFPL2;ICAM1;CARD16;KREMEN1;FCGR1A;SCARF1;SERPING1;VNN1;TNFSF13;SOCS3;ADM;BATF2;SORT1;LILRB4;CD274;VCAN;HPSE;CASP5;MARCO;GBP5;SECTM1;C3AR1;PLSCR1;DYSF;GBP1;LRG1;TREML1;IFITM1;CASP1;IL1B;CLU;CR1;PSMB9;CEACAM1;CALHM6;TRIM21;RHBDF2;ANXA3;LTA4H;LCN2;CD177;TYMP;WARS1;ITGA2B;FFAR2;LILRA5;S100A12;SEMA4A;TNFAIP6;CRISPLD2;ALPL;CLEC4E;APOL2;STAT1;TNFSF13B;NAIP;HCAR2;SPARC;MYL9;LTF;ACSL1;IRF7;STAB1;IFI35;XAF1;PML;MMP9;GP1BB;OAS1;RSAD2;OAS3;ISG15	ZFP36L2;KLF2;TRAC;EVL;RPL18A;IKZF3;TRBC1;LBH;FCMR;SUN2;S1PR1;LCK;TRBC2;CD6;ZAP70;CD3G;EEIG1;CD3E;ETS1;SPOCK2;TCF7;CD5;SLC38A1;CD79A;CD2;MS4A1;ABLIM1;EZR;BCL9L;RPL23A;IL32;TNFRSF13C;CD247;GPR183;CLEC2D;RORA;ITK;CD22;IL7R;RUNX3;ATM;MBNL1;PRKACB;CD79B;IGHM;CD8A;OGT;PHOSPHO1;FBXO7;HBA2
GO:0015695	organic cation transport	82	2	1.41	1.4184397163120568	1	0.41343001641793875	1	FALSE	1	1	FLVCR2	SLC38A1
GO:0032502	developmental process	4089	104	70.34	1.4785328404890532	1	1.6612642652187329e-6	6.38715449662419e-5	FALSE	65	39	FAM20A;C1QA;SMARCD3;CDK5RAP2;C1QC;SLC26A8;SEPTIN4;LIMK1;MAPK14;AIM2;IL18RAP;VAMP5;LHFPL2;ICAM1;KREMEN1;OSCAR;SCARF1;VNN1;TNFSF13;GADD45B;SOCS3;ADM;BATF2;SORT1;LILRB4;VCAN;HPSE;CASP5;DHRS9;SECTM1;C3AR1;RAB24;LRG1;IFITM1;IL1B;CLU;CR1;PSMB9;CEACAM1;RHBDF2;ANXA3;LTA4H;ETV7;LCN2;TYMP;WARS1;ITGA2B;FFAR2;SEMA4A;TNFAIP6;CRISPLD2;ALPL;STAT1;TNFSF13B;NAIP;SPARC;MYL9;LTF;IRF7;STAB1;PML;MMP9;GP1BB;RSAD2;ISG15	ZFP36L2;KLF2;EVL;RPL18A;IKZF3;LBH;SUN2;S1PR1;LCK;ZAP70;CD3G;EEIG1;CD3E;ETS1;SPOCK2;PBXIP1;TCF7;CD79A;CD2;MS4A1;ABLIM1;EZR;BCL9L;RPL3;RPL23A;GPR183;RORA;ITK;IL7R;RUNX3;ATM;MBNL1;CD79B;IGHM;CD8A;OGT;PHOSPHO1;FBXO7;HBA2
GO:0006793	phosphorus metabolic process	1543	27	26.54	1.0173323285606632	1	0.49311271218818387	1	FALSE	19	8	FAM20A;DUSP3;LIMK1;PFKFB3;VPS9D1;HK3;VNN1;LIMK2;PLSCR1;CEACAM1;GK;TYMP;LILRA5;S100A12;PARP9;ALPL;ACSL1;MMP9;PARP14	ZAP70;NOP53;CDC25B;IL7R;RUNX3;ATM;PRKACB;OGT
GO:0015698	inorganic anion transport	95	2	1.63	1.2269938650306749	1	0.488482074366383	1	FALSE	2	0	SLC26A8;APOL1	
GO:0001885	endothelial cell development	43	4	0.74	5.405405405405405	1	0.006223119914960052	0.08127010283242367	FALSE	3	1	ICAM1;HPSE;IL1B	EZR
GO:0051640	organelle localization	527	8	9.06	0.8830022075055187	1	0.6905608132859686	1	FALSE	5	3	CDK5RAP2;LMNB1;LIMK2;RAB24;STX11	SUN2;ESYT1;EZR
GO:0051641	cellular localization	1920	28	33.03	0.8477141992128367	1	0.8535948237877046	1	FALSE	23	5	CDK5RAP2;FCER1G;LMNB1;VAMP5;SH3GLB1;RAB20;SORT1;CTSA;LIMK2;NPC2;DYSF;GBP1;RAB24;IL1B;CLU;CEACAM1;ANXA3;TAP1;LCN2;CD177;STX11;TNFAIP6;PML	SUN2;ARL4C;CD2;EZR;OGT
GO:0032507	maintenance of protein location in cell	41	2	0.71	2.8169014084507045	1	0.156552911321929	0.817969030746646	FALSE	1	1	PML	SUN2
GO:0051647	nucleus localization	26	2	0.45	4.444444444444445	1	0.07309431090764267	0.5139034800130683	FALSE	1	1	LMNB1	SUN2
GO:0051648	vesicle localization	193	1	3.32	0.30120481927710846	1	0.9657268788016438	1	FALSE	1	0	LIMK2	
GO:0034728	nucleosome organization	86	3	1.48	2.027027027027027	1	0.18439410186224411	0.8557998455231163	FALSE	2	1	SMARCD3;H2BC21	CABIN1
GO:0043462	regulation of ATP-dependent activity	27	1	0.46	2.1739130434782608	1	0.3743307121798023	1	FALSE	1	0	PLSCR1	
GO:0072170	metanephric tubule development	11	1	0.19	5.2631578947368425	1	0.17380999765353933	0.8359865149344068	FALSE	1	0	STAT1	
GO:0007600	sensory perception	304	1	5.23	0.19120458891013384	1	0.9951867501162766	1	FALSE	0	1		ABLIM1
GO:0043467	regulation of generation of precursor metabolites and energy	106	3	1.82	1.6483516483516483	1	0.274996045431218	0.9794722429446581	FALSE	1	2	OAS1	NOP53;OGT
GO:1905906	regulation of amyloid fibril formation	14	1	0.24	4.166666666666667	1	0.21575218855995282	0.8993218595167707	FALSE	1	0	CLU	
GO:0001822	kidney development	147	3	2.53	1.1857707509881423	1	0.4653928111850134	1	FALSE	3	0	CR1;STAT1;MMP9	
GO:0090174	organelle membrane fusion	113	2	1.94	1.0309278350515465	1	0.5819385185062157	1	FALSE	2	0	RAB20;STX11	
GO:0043457	regulation of cellular respiration	37	2	0.64	3.125	1	0.13277984903530723	0.7510530967038264	FALSE	1	1	OAS1	NOP53
GO:0050764	regulation of phagocytosis	78	4	1.34	2.9850746268656714	1	0.0453430301104838	0.36659930577740724	FALSE	4	0	C2;FCGR1A;PLSCR1;DYSF	
GO:0050767	regulation of neurogenesis	214	3	3.68	0.8152173913043478	1	0.7161539986949615	1	FALSE	3	0	SMARCD3;LIMK1;IL1B	
GO:1904018	positive regulation of vasculature development	131	7	2.25	3.111111111111111	1	0.007494094328858896	0.09450121701850048	FALSE	6	1	ADM;HPSE;C3AR1;LRG1;IL1B;ANXA3	ETS1
GO:0050769	positive regulation of neurogenesis	141	3	2.43	1.2345679012345678	1	0.4384305803695303	1	FALSE	3	0	SMARCD3;LIMK1;IL1B	
GO:0015669	gas transport	13	1	0.22	4.545454545454546	1	0.20201248508612968	0.8766098208394166	FALSE	0	1		HBA2
GO:0001816	cytokine production	648	43	11.15	3.8565022421524664	1	1.3292744606582206e-14	1.4616701969397792e-12	FALSE	37	6	NLRC4;PDCD1LG2;MAPK14;AIM2;TLR5;FCER1G;IL18RAP;CARD16;FCGR1A;LILRB4;CD274;HPSE;GBP5;SECTM1;C3AR1;GBP1;CASP1;IL1B;CLU;CR1;PSMB9;CEACAM1;CALHM6;TRIM21;FFAR2;LILRA5;CLEC4E;STAT1;NAIP;LTF;IRF7;XAF1;PML;OAS1;RSAD2;OAS3;ISG15	KLF2;CD6;CD2;IL32;RORA;ITK
GO:0001817	regulation of cytokine production	644	43	11.08	3.88086642599278	1	1.0689669112688209e-14	1.1994245057461177e-12	FALSE	37	6	NLRC4;PDCD1LG2;MAPK14;AIM2;TLR5;FCER1G;IL18RAP;CARD16;FCGR1A;LILRB4;CD274;HPSE;GBP5;SECTM1;C3AR1;GBP1;CASP1;IL1B;CLU;CR1;PSMB9;CEACAM1;CALHM6;TRIM21;FFAR2;LILRA5;CLEC4E;STAT1;NAIP;LTF;IRF7;XAF1;PML;OAS1;RSAD2;OAS3;ISG15	KLF2;CD6;CD2;IL32;RORA;ITK
GO:0001818	negative regulation of cytokine production	245	15	4.21	3.5629453681710213	1	2.2143394750474382e-5	6.179917986705997e-4	FALSE	14	1	PDCD1LG2;CARD16;LILRB4;CD274;GBP1;IL1B;CR1;CEACAM1;LILRA5;LTF;XAF1;PML;OAS1;OAS3	KLF2
GO:0043487	regulation of RNA stability	185	2	3.18	0.6289308176100629	1	0.8309592773796954	1	FALSE	1	1	MAPK14	ZFP36L2
GO:0043488	regulation of mRNA stability	173	2	2.98	0.6711409395973155	1	0.8017542254796435	1	FALSE	1	1	MAPK14	ZFP36L2
GO:0043489	RNA stabilization	75	1	1.29	0.7751937984496123	1	0.7288224589590304	1	FALSE	1	0	MAPK14	
GO:0140014	mitotic nuclear division	260	3	4.47	0.6711409395973155	1	0.8284944961379699	1	FALSE	2	1	CDK5RAP2;IL1B	ATM
GO:0008406	gonad development	81	1	1.39	0.7194244604316548	1	0.7557843068165706	1	FALSE	1	0	TNFAIP6	
GO:0009888	tissue development	1021	25	17.56	1.4236902050113895	1	0.04633912036471153	0.37138846029910205	FALSE	18	7	FAM20A;MAPK14;ICAM1;HPSE;DHRS9;SECTM1;LRG1;IL1B;CEACAM1;RHBDF2;LTA4H;LCN2;SEMA4A;ALPL;STAT1;LTF;MMP9;ISG15	IKZF3;LBH;S1PR1;EZR;BCL9L;RUNX3;PHOSPHO1
GO:0043470	regulation of carbohydrate catabolic process	51	1	0.88	1.1363636363636365	1	0.587935018644641	1	FALSE	0	1		OGT
GO:0009889	regulation of biosynthetic process	4010	78	68.98	1.130762539866628	1	0.10838428909748195	0.6738044341006325	FALSE	50	28	SMARCD3;CDK5RAP2;NLRC4;PDCD1LG2;ZNF438;MAPK14;AIM2;TLR5;FCER1G;IL18RAP;LMNB1;CARD16;FCGR1A;TNFSF13;ADM;BATF2;LILRB4;CD274;HPSE;GBP5;SECTM1;C3AR1;PLSCR1;GBP1;CASP1;IL1B;CLU;CR1;PSMB9;CEACAM1;CALHM6;TRIM21;ETV7;LCN2;FFAR2;LILRA5;PARP9;CLEC4E;STAT1;TRIM22;NAIP;LTF;IRF7;XAF1;PML;OAS1;PARP14;RSAD2;OAS3;ISG15	ZFP36L2;KLF2;IKZF3;LBH;BCL11B;S1PR1;TLE5;CABIN1;CD6;CD3E;NOP53;ETS1;PBXIP1;TCF7;CD2;EZR;BCL9L;AHNAK;IL32;RORA;ITK;CD22;RUNX3;RPS4X;ATM;MBNL1;IGHM;OGT
GO:0005975	carbohydrate metabolic process	421	8	7.24	1.1049723756906078	1	0.43808606108826	1	FALSE	6	2	GYG1;ST3GAL4;PFKFB3;HK3;GK;OAS1	RORA;OGT
GO:0006753	nucleoside phosphate metabolic process	550	8	9.46	0.8456659619450316	1	0.7349234134484581	1	FALSE	7	1	PFKFB3;VPS9D1;HK3;VNN1;TYMP;ACSL1;PARP14	OGT
GO:0005976	polysaccharide metabolic process	74	1	1.27	0.7874015748031495	1	0.7240491647910892	1	FALSE	1	0	GYG1	
GO:0001845	phagolysosome assembly	14	1	0.24	4.166666666666667	1	0.21575218855995282	0.8993218595167707	FALSE	1	0	RAB20	
GO:0006754	ATP biosynthetic process	95	1	1.63	0.6134969325153374	1	0.8087630060353375	1	FALSE	1	0	VPS9D1	
GO:0005977	glycogen metabolic process	62	1	1.07	0.9345794392523364	1	0.6598092986207658	1	FALSE	1	0	GYG1	
GO:0051606	detection of stimulus	189	3	3.25	0.9230769230769231	1	0.6346883709249577	1	FALSE	3	0	NLRC4;PGLYRP1;NAIP	
GO:0050789	regulation of biological process	8712	186	149.86	1.2411584145202188	1	6.984999366608462e-8	3.879144092688214e-6	FALSE	125	61	FAM20A;DUSP3;C1QB;C1QA;SMARCD3;C2;CDK5RAP2;C1QC;NLRC4;CACNA1E;PDCD1LG2;SEPTIN4;ST3GAL4;ZNF438;HP;LIMK1;MAPK14;AIM2;ASGR2;TLR5;FCER1G;IL18RAP;LMNB1;LHFPL2;ICAM1;CARD16;TIFA;SH3GLB1;KREMEN1;OSCAR;FCGR1A;SCARF1;SERPING1;VNN1;TNFSF13;GADD45B;SOCS3;ADM;BATF2;SORT1;LILRB4;FBXO6;CD274;CTSA;LIMK2;NPC2;HPSE;CASP5;MARCO;GBP5;SECTM1;C3AR1;PLSCR1;DYSF;PGLYRP1;GBP1;GRINA;LRG1;TREML1;IFITM1;CASP1;IL1B;CLU;CR1;PSMB9;CEACAM1;CASP4;GBP2;CALHM6;TRIM21;RHBDF2;ANXA3;ETV7;LCN2;PSME2;CD177;STX11;TYMP;WARS1;IFITM3;ITGA2B;P2RY14;FFAR2;LILRA5;PPBP;S100A12;PARP9;HCAR3;SEMA4A;TNFAIP6;ALPL;CLEC4E;LILRA6;STAT1;TRIM22;TNFSF13B;NAIP;DEFA1;HCAR2;SPARC;MYL9;TNFSF10;LTF;ACSL1;IRF7;STAB1;IFI35;XAF1;IFIT3;MT2A;PML;MMP9;GP1BB;OAS1;S100A8;PARP14;RSAD2;IFI6;LY6E;OAS3;DEFA1;OASL;IFIT2;ISG15;DEFA3	ZFP36L2;KLF2;TRAC;SEPTIN1;EVL;RPL18A;IKZF3;TRBC1;LBH;TMC8;FCMR;SUN2;BCL11B;S1PR1;TLE5;LCK;CABIN1;TRBC2;CD6;ZAP70;CD3G;EEIG1;CD3E;NOP53;ETS1;SPOCK2;PBXIP1;TCF7;CDC25B;SEPTIN9;CD5;SLC38A1;CD79A;SPTAN1;CD2;MS4A1;EZR;BCL9L;ANXA6;RPL23A;AHNAK;IL32;TNFRSF13C;CD247;GPR183;CLEC2D;RORA;ITK;CD22;IL7R;RUNX3;RPS4X;ATM;MBNL1;PRKACB;CD79B;IGHM;CD8A;OGT;PHOSPHO1;FBXO7
GO:1901568	fatty acid derivative metabolic process	69	1	1.19	0.8403361344537815	1	0.6988984519288188	1	FALSE	1	0	ACSL1	
GO:0001836	release of cytochrome c from mitochondria	50	5	0.86	5.813953488372093	1	0.0016262207273300367	0.026689437489135947	FALSE	5	0	CASP1;CLU;TNFSF10;MMP9;IFI6	
GO:0001837	epithelial to mesenchymal transition	120	3	2.06	1.4563106796116505	1	0.34087604254462966	1	FALSE	2	1	LRG1;IL1B	BCL9L
GO:0050770	regulation of axonogenesis	82	1	1.41	0.7092198581560284	1	0.7600109029943314	1	FALSE	1	0	LIMK1	
GO:0050772	positive regulation of axonogenesis	47	1	0.81	1.2345679012345678	1	0.5582071880591637	1	FALSE	1	0	LIMK1	
GO:1901550	regulation of endothelial cell development	17	1	0.29	3.4482758620689657	1	0.2555740156963897	0.9591439851868605	FALSE	1	0	IL1B	
GO:0050776	regulation of immune response	827	70	14.23	4.919184820801124	1	1.722520749316938e-30	7.892015899787105e-28	FALSE	49	21	DUSP3;C1QB;C1QA;C2;C1QC;NLRC4;PDCD1LG2;LIMK1;MAPK14;AIM2;TLR5;FCER1G;TIFA;FCGR1A;SERPING1;TNFSF13;LILRB4;CD274;GBP5;SECTM1;C3AR1;PLSCR1;GBP1;CASP1;IL1B;CLU;CR1;CEACAM1;GBP2;CALHM6;TRIM21;RHBDF2;CD177;FFAR2;LILRA5;PARP9;CLEC4E;LILRA6;NAIP;LTF;IRF7;IFI35;OAS1;S100A8;PARP14;RSAD2;OAS3;OASL;ISG15	TRAC;TRBC1;FCMR;LCK;TRBC2;ZAP70;CD3G;CD3E;NOP53;CD5;CD79A;MS4A1;EZR;CD247;CLEC2D;ITK;CD22;CD79B;IGHM;CD8A;OGT
GO:0003254	regulation of membrane depolarization	34	1	0.58	1.7241379310344829	1	0.446041916994831	1	FALSE	1	0	IFI6	
GO:0050777	negative regulation of immune response	174	13	2.99	4.3478260869565215	1	9.683923942911312e-6	3.0424122193215084e-4	FALSE	13	0	MAPK14;SERPING1;LILRB4;CD274;CLU;CR1;CEACAM1;TRIM21;RHBDF2;OAS1;PARP14;OAS3;ISG15	
GO:0090130	tissue migration	69	3	1.19	2.5210084033613445	1	0.11568307535356377	0.7005959404637697	FALSE	2	1	LRG1;MMP9	EVL
GO:1990266	neutrophil migration	79	6	1.36	4.411764705882352	1	0.002369737403553986	0.03711913460039833	FALSE	6	0	C3AR1;CD177;PPBP;S100A12;TNFAIP6;S100A8	
GO:0050779	RNA destabilization	111	1	1.91	0.5235602094240838	1	0.8554364049533423	1	FALSE	0	1		ZFP36L2
GO:0090132	epithelium migration	67	3	1.15	2.608695652173913	1	0.10835796740550797	0.6738044341006325	FALSE	2	1	LRG1;MMP9	EVL
GO:0042633	hair cycle	33	2	0.57	3.5087719298245617	1	0.10995676876271954	0.6738044341006325	FALSE	2	0	HPSE;RHBDF2	
GO:1902991	regulation of amyloid precursor protein catabolic process	42	1	0.72	1.3888888888888888	1	0.5180279838813997	1	FALSE	1	0	CLU	
GO:1902992	negative regulation of amyloid precursor protein catabolic process	18	1	0.31	3.2258064516129035	1	0.26839537273077707	0.9689020087155695	FALSE	1	0	CLU	
GO:1902993	positive regulation of amyloid precursor protein catabolic process	24	1	0.41	2.4390243902439024	1	0.3408353862725555	1	FALSE	1	0	CLU	
GO:0032663	regulation of interleukin-2 production	59	5	1.01	4.9504950495049505	1	0.0033918258610326187	0.04972868955721957	FALSE	5	0	LILRB4;GBP1;IL1B;CR1;PSMB9	
GO:0000165	MAPK cascade	540	16	9.29	1.722282023681378	1	0.024408841047943088	0.2305838626831462	FALSE	12	4	DUSP3;MAPK14;ICAM1;GADD45B;LILRB4;MARCO;GBP1;IL1B;CEACAM1;LILRA5;S100A12;NAIP	ZFP36L2;LBH;EZR;GPR183
GO:0070887	cellular response to chemical stimulus	1577	43	27.13	1.58496129745669	1	0.0013992099758995827	0.024040176398424703	FALSE	33	10	PDCD1LG2;HP;MAPK14;AIM2;IL18RAP;ICAM1;CARD16;CD274;GBP5;C3AR1;CASP1;IL1B;CEACAM1;CASP4;GBP2;TRIM21;LCN2;FFAR2;PPBP;S100A12;TNFAIP6;DEFA1;LTF;ACSL1;MT2A;PML;MMP9;OAS1;S100A8;LY6E;OAS3;DEFA1;DEFA3	ZFP36L2;KLF2;LBH;CD6;NOP53;GPR183;RORA;ATM;OGT;HBA2
GO:0031214	biomineral tissue development	103	6	1.77	3.389830508474576	1	0.008685641317363461	0.1063555812090519	FALSE	4	2	FAM20A;ALPL;LTF;ISG15	S1PR1;PHOSPHO1
GO:0050727	regulation of inflammatory response	302	22	5.19	4.238921001926782	1	1.1741264683713023e-8	7.969564596426445e-7	FALSE	20	2	NLRC4;MAPK14;AIM2;HPSE;CASP5;GBP5;GBP1;CASP1;IL1B;CASP4;GBP2;RHBDF2;FFAR2;LILRA5;S100A12;TNFAIP6;NAIP;IFI35;MMP9;S100A8	ETS1;RORA
GO:0016482	cytosolic transport	128	1	2.2	0.45454545454545453	1	0.8926535195666662	1	FALSE	1	0	SORT1	
GO:0032651	regulation of interleukin-1 beta production	83	10	1.43	6.993006993006993	1	1.5110831254073868e-6	5.9342393024927235e-5	FALSE	10	0	NLRC4;AIM2;CARD16;LILRB4;GBP5;CASP1;IL1B;LILRA5;NAIP;PML	
GO:0006721	terpenoid metabolic process	67	1	1.15	0.8695652173913044	1	0.6882105315238001	1	FALSE	1	0	DHRS9	
GO:0032652	regulation of interleukin-1 production	96	11	1.65	6.666666666666667	1	7.486996409206548e-7	3.3196376014369034e-5	FALSE	11	0	NLRC4;AIM2;CARD16;LILRB4;GBP5;CASP1;IL1B;CEACAM1;LILRA5;NAIP;PML	
